demo/inflicted,positioning/percent_farthest_from_ball,positioning/avg_distance_to_ball_no_possession,positioning/time_most_forward,positioning/percent_closest_to_ball,movement/percent_high_air,core/shots_against,positioning/avg_distance_to_ball,movement/count_powerslide,boost/bcpm,movement/percent_boost_speed,positioning/percent_most_forward,core/mvp,boost/time_boost_25_50,positioning/time_most_back,core/shooting_percentage,positioning/avg_distance_to_ball_possession,boost/bpm,boost/time_full_boost,core/shots,movement/time_powerslide,positioning/time_defensive_third,boost/time_boost_0_25,demo/taken,positioning/time_farthest_from_ball,core/assists,boost/amount_used_while_supersonic,boost/amount_collected_big,boost/amount_stolen,movement/time_ground,boost/amount_stolen_big,movement/avg_speed_percentage,movement/time_high_air,positioning/time_infront_ball,positioning/percent_behind_ball,positioning/time_offensive_half,boost/time_boost_50_75,movement/percent_low_air,boost/percent_boost_75_100,boost/count_stolen_big,positioning/goals_against_while_last_defender,positioning/percent_offensive_third,boost/count_collected_small,boost/avg_amount,boost/count_stolen_small,positioning/percent_infront_ball,movement/time_low_air,boost/amount_stolen_small,movement/time_boost_speed,movement/total_distance,movement/percent_ground,boost/amount_overfill,positioning/percent_defensive_third,boost/percent_boost_50_75,positioning/percent_defensive_half,positioning/percent_neutral_third,positioning/time_behind_ball,boost/time_zero_boost,core/goals_against,core/saves,boost/amount_collected_small,positioning/percent_offensive_half,movement/avg_powerslide_duration,movement/percent_supersonic_speed,movement/time_slow_speed,movement/time_supersonic_speed,boost/percent_zero_boost,boost/amount_collected,movement/percent_slow_speed,boost/count_collected_big,movement/avg_speed,boost/percent_full_boost,positioning/time_defensive_half,positioning/percent_most_back,core/score,positioning/avg_distance_to_mates,core/goals,positioning/time_closest_to_ball,positioning/time_neutral_third,boost/time_boost_75_100,positioning/time_offensive_third,boost/amount_overfill_stolen,boost/percent_boost_25_50,boost/percent_boost_0_25
0,42.583794,2835,103.1,34.704853,2.0781748,3,3056,6,264.13208,23.160595,32.234867,False,86.83,134.0,100.0,3252,258,63.46,2,3.3,185.73,72.12,0,136.2,1,362,934,176,238.63,33,57.0,7.05,77.0,77.30287,107.5,88.16,27.579296,22.589434,2,,21.951363,42,52.52,13,22.697126,93.56,143,78.57,394409,70.34253,490,54.74724,27.617315,68.31152,23.301401,262.25,26.33,1,1,474,31.68848,0.55,7.157175,236.39,24.28,8.232242,1408,69.682236,15,1311,19.841171,231.74,41.89595,430,3196,2,111.0,79.05,72.11,74.47,177,27.200674,22.59257
0,26.98224,2539,97.4,33.2979,0.16904917,3,2415,3,158.14157,28.569311,30.452726,False,111.7,94.6,0.0,2293,157,16.9,1,1.57,158.83,67.33,1,86.3,2,70,255,160,237.5,0,54.608696,0.57,65.16,80.67443,110.05,77.15,29.393797,16.924475,0,,15.354272,48,46.78,14,19.325563,99.11,160,96.33,389071,70.43716,148,47.1068,25.018646,67.36165,37.538925,272.01,21.84,1,0,588,32.638355,0.52,2.3251677,233.01,7.84,6.8284144,843,69.10552,4,1256,5.283892,227.13,29.57729,209,3011,0,106.5,126.57,52.19,51.77,3,36.22272,21.83416
0,35.132526,2857,111.2,33.65685,1.4678558,7,2763,11,310.57382,35.091442,31.55684,False,87.54,133.4,100.0,2600,286,62.13,2,3.3,227.75,66.64,0,123.8,0,398,1270,301,261.81,98,57.391304,5.53,91.24,75.78171,92.13,72.51,29.038595,31.193468,3,2.0,14.195466,40,56.24,17,24.218294,109.4,203,132.2,450472,69.49355,599,60.452827,22.008741,75.54546,25.3517,285.5,20.5,6,0,554,24.45453,0.3,6.5298753,219.93,24.6,5.817583,1824,58.378677,19,1320,17.631535,284.61,37.856857,286,3188,2,118.6,95.51,102.77,53.48,201,26.570753,20.22704
1,39.446053,3022,120.5,30.47846,0.48803905,7,2876,21,289.80078,30.365099,34.196037,False,84.32,140.8,0.0,2645,294,54.23,0,6.53,224.78,122.48,1,139.0,0,538,1282,164,267.31,81,56.826088,1.83,120.37,67.898766,94.74,53.66,28.22359,24.097334,1,2.0,11.339575,35,46.25,7,32.101234,105.83,83,113.86,442564,71.28837,119,59.946133,15.637477,74.733986,28.7143,254.6,28.93,6,0,420,25.266022,0.31,7.680615,232.31,28.8,8.209887,1702,61.954296,14,1307,15.389636,280.23,39.956863,54,3237,0,107.4,107.67,82.69,42.52,18,24.572346,35.69285
0,26.931154,2527,116.4,34.67847,1.4364552,7,2539,2,211.64651,37.226376,33.03252,False,108.54,83.3,0.0,2541,223,31.3,0,0.27,224.58,130.09,0,94.9,0,222,452,188,230.2,87,60.782608,5.44,113.37,70.06337,91.24,51.93,37.778248,18.537626,1,2.0,11.169791,68,43.9,9,29.936626,143.07,101,140.98,482706,60.785294,257,59.302876,14.559269,75.90705,29.527328,265.33,51.63,6,0,791,24.09295,0.13,6.799398,211.98,25.75,14.651796,1243,55.974228,7,1398,8.882457,287.46,23.639254,32,2955,0,122.2,111.82,66.12,42.3,12,30.43064,36.47247
0,43.50417,3717,90.6,23.554117,2.905902,2,3525,4,280.94672,34.08094,25.71088,True,63.76,148.2,100.0,3444,287,87.18,4,0.9,180.45,132.58,0,153.3,0,609,1223,182,265.77,86,64.08696,11.0,81.05,78.58879,119.7,82.78,26.884874,21.540405,2,1.0,16.589619,38,43.41,8,21.411215,101.77,96,129.01,507462,70.20922,355,47.66874,23.26915,68.37851,35.741646,297.49,54.37,2,0,427,31.621494,0.22,8.910551,215.8,33.73,15.429366,1650,57.008507,17,1474,24.740337,258.84,42.05687,617,3416,4,83.0,135.3,76.63,62.8,53,17.922699,37.267746
0,24.916283,2492,122.5,43.44742,2.448236,2,2450,22,147.96526,35.160046,34.763607,False,61.13,99.7,66.666664,2483,178,22.16,3,3.57,151.58,230.44,0,87.8,1,147,332,272,209.51,0,59.304348,9.27,88.75,76.56085,179.23,28.09,42.219524,10.89865,0,1.0,30.361292,45,26.03,23,23.43915,159.86,272,133.13,468283,55.332245,167,40.032745,7.8297467,52.6648,29.605957,289.89,105.43,2,0,537,47.335197,0.16,6.407141,221.25,24.26,29.919405,869,58.43281,5,1364,6.288666,199.41,28.29332,424,3021,2,153.1,112.1,39.1,114.96,0,17.039246,64.23235
1,31.698734,2814,134.0,31.471706,0.1539043,2,2856,10,162.94908,18.95453,38.02713,False,102.82,105.0,0.0,2845,174,48.85,0,4.57,144.69,106.41,1,111.7,1,345,416,165,294.22,0,55.913044,0.57,108.3,70.75819,164.4,39.18,20.40447,26.017809,0,,26.16174,50,42.2,16,29.24182,75.57,165,70.2,428832,79.44162,214,39.068447,11.668701,55.61076,34.769814,262.06,36.06,2,0,541,44.389244,0.46,4.7251325,282.66,17.5,10.233272,957,76.32034,6,1286,13.862875,205.96,29.797377,86,3109,0,110.9,128.77,87.36,96.89,10,30.62215,31.691334
0,28.944529,2707,63.0,47.19552,0.0,9,2481,3,136.95955,27.1949,32.38908,False,24.18,66.7,0.0,1977,130,1.2,0,0.58,134.07,124.91,2,56.3,0,73,263,112,138.65,76,51.913044,0.0,84.34,58.976604,39.05,1.57,32.55995,8.3353615,1,1.0,9.844836,15,25.74,3,41.023396,66.94,36,55.91,215543,67.44005,36,65.21232,0.9552202,81.00589,24.942846,121.25,70.91,7,0,181,18.994114,0.19,3.4680674,142.55,7.13,36.45571,444,69.33703,3,1194,0.6169349,166.54,34.291294,64,3283,0,91.8,51.28,13.7,20.24,23,14.711609,75.99781
0,43.853786,3432,44.5,32.594727,0.5296461,9,3193,0,324.81622,23.551743,22.878002,False,33.08,106.2,0.0,2572,296,38.96,1,0.0,175.18,69.7,0,85.3,0,170,911,123,116.11,100,53.173912,1.13,68.81,67.749344,25.29,40.33,45.048042,24.57971,1,4.0,6.7072887,12,43.31,2,32.250656,96.11,23,50.25,205495,54.42231,88,82.109215,21.254284,88.14679,11.183502,144.55,24.54,7,0,142,11.853205,0.0,12.537496,136.36,26.75,12.616319,1053,63.910763,10,1223,20.02982,188.07,54.598736,34,3789,0,63.4,23.86,46.64,14.31,0,17.433466,36.73254
